Smic10008 SmicGene10008
Smic1485 SmicGene1485
Smic14852 SmicGene14852
Smic14855 SmicGene14855
Smic14877.t1 SmicGene14877
Smic14889 SmicGene14889
Smic1489 SmicGene1489
Smic14892 SmicGene14892
Smic14915 SmicGene14915
Smic14934 SmicGene14934
Smic14946 SmicGene14946
Smic1495 SmicGene1495
Smic14952 SmicGene14952
Smic14957 SmicGene14957
Smic1496 SmicGene1496
Smic14964 SmicGene14964
Smic14965 SmicGene14965
Smic14967 SmicGene14967
Smic1497 SmicGene1497
Smic14975 SmicGene14975
Smic14999 SmicGene14999
Smic15008 SmicGene15008
Smic15018 SmicGene15018
Smic15032 SmicGene15032
Smic15033 SmicGene15033
Smic15034 SmicGene15034
Smic15040 SmicGene15040
Smic15043 SmicGene15043
Smic1505 SmicGene1505
Smic15052 SmicGene15052
Smic15063 SmicGene15063
Smic1507 SmicGene1507
Smic15082 SmicGene15082
Smic15104 SmicGene15104
Smic15124 SmicGene15124
Smic15138 SmicGene15138
Smic15141 SmicGene15141
Smic15164 SmicGene15164
Smic15165 SmicGene15165
Smic15177 SmicGene15177
Smic15184 SmicGene15184
Smic15212 SmicGene15212
Smic15228 SmicGene15228
Smic15234 SmicGene15234
Smic15236 SmicGene15236
Smic15249 SmicGene15249
Smic15250 SmicGene15250
Smic15262 SmicGene15262
Smic15286 SmicGene15286
Smic15289 SmicGene15289
Smic15312 SmicGene15312
Smic15319 SmicGene15319
Smic15322 SmicGene15322
Smic15332 SmicGene15332
Smic15334 SmicGene15334
Smic15335 SmicGene15335
Smic15340 SmicGene15340
Smic15357 SmicGene15357
Smic15367 SmicGene15367
Smic15368 SmicGene15368
Smic1537 SmicGene1537
Smic15378 SmicGene15378
Smic15390 SmicGene15390
Smic15409 SmicGene15409
Smic1541 SmicGene1541
Smic15422 SmicGene15422
Smic15423 SmicGene15423
Smic15424 SmicGene15424
Smic15438 SmicGene15438
Smic15441 SmicGene15441
Smic15458 SmicGene15458
Smic15468 SmicGene15468
Smic15484 SmicGene15484
Smic15487 SmicGene15487
Smic15524 SmicGene15524
Smic15531 SmicGene15531
Smic15540 SmicGene15540
Smic15541 SmicGene15541
Smic15544 SmicGene15544
Smic15547 SmicGene15547
Smic15548 SmicGene15548
Smic15565 SmicGene15565
Smic15576 SmicGene15576
Smic15583 SmicGene15583
Smic15603 SmicGene15603
Smic15620 SmicGene15620
Smic1563 SmicGene1563
Smic15630 SmicGene15630
Smic15631 SmicGene15631
Smic15652 SmicGene15652
Smic15656 SmicGene15656
Smic1566 SmicGene1566
Smic15661 SmicGene15661
Smic15666 SmicGene15666
Smic15669 SmicGene15669
Smic15678 SmicGene15678
Smic15679 SmicGene15679
Smic1568 SmicGene1568
Smic15680 SmicGene15680
Smic15685 SmicGene15685
Smic15693 SmicGene15693
Smic15696 SmicGene15696
Smic15707 SmicGene15707
Smic15766 SmicGene15766
Smic15768 SmicGene15768
Smic15769 SmicGene15769
Smic15770 SmicGene15770
Smic15773 SmicGene15773
Smic15774 SmicGene15774
Smic15790 SmicGene15790
Smic15791 SmicGene15791
Smic1583 SmicGene1583
Smic15838 SmicGene15838
Smic15854 SmicGene15854
Smic15866 SmicGene15866
Smic1587 SmicGene1587
Smic15894 SmicGene15894
Smic15897 SmicGene15897
Smic15898 SmicGene15898
Smic15904 SmicGene15904
Smic15930 SmicGene15930
Smic15947 SmicGene15947
Smic16008 SmicGene16008
Smic16009 SmicGene16009
Smic16017 SmicGene16017
Smic16038 SmicGene16038
Smic16039 SmicGene16039
Smic16042 SmicGene16042
Smic1605 SmicGene1605
Smic16050 SmicGene16050
Smic16056 SmicGene16056
Smic16058 SmicGene16058
Smic16059 SmicGene16059
Smic16066 SmicGene16066
Smic16067 SmicGene16067
Smic16094 SmicGene16094
Smic161 SmicGene161
Smic16100 SmicGene16100
Smic16125 SmicGene16125
Smic16128 SmicGene16128
Smic16130 SmicGene16130
Smic16131 SmicGene16131
Smic16135 SmicGene16135
Smic16155 SmicGene16155
Smic1616 SmicGene1616
Smic1617 SmicGene1617
Smic16173 SmicGene16173
Smic16189 SmicGene16189
Smic16191 SmicGene16191
Smic16224 SmicGene16224
Smic16251 SmicGene16251
Smic16302 SmicGene16302
Smic16306 SmicGene16306
Smic16313 SmicGene16313
Smic16330 SmicGene16330
Smic16333 SmicGene16333
Smic16341 SmicGene16341
Smic16345 SmicGene16345
Smic16346 SmicGene16346
Smic16372 SmicGene16372
Smic16385 SmicGene16385
Smic16386 SmicGene16386
Smic16387 SmicGene16387
Smic16392 SmicGene16392
Smic164 SmicGene164
Smic1640 SmicGene1640
Smic16414 SmicGene16414
Smic16438 SmicGene16438
Smic16445 SmicGene16445
Smic16458 SmicGene16458
Smic16480 SmicGene16480
Smic16481 SmicGene16481
Smic16492 SmicGene16492
Smic16495 SmicGene16495
Smic165 SmicGene165
Smic16502 SmicGene16502
Smic16590 SmicGene16590
Smic16598 SmicGene16598
Smic16609 SmicGene16609
Smic16613 SmicGene16613
Smic16621 SmicGene16621
Smic16625 SmicGene16625
Smic16636 SmicGene16636
Smic16643 SmicGene16643
Smic1665 SmicGene1665
Smic16673 SmicGene16673
Smic16686 SmicGene16686
Smic16696 SmicGene16696
Smic16697 SmicGene16697
Smic167 SmicGene167
Smic16704 SmicGene16704
Smic1671 SmicGene1671
Smic16736 SmicGene16736
Smic16747 SmicGene16747
Smic16754 SmicGene16754
Smic16755 SmicGene16755
Smic16761 SmicGene16761
Smic16766 SmicGene16766
Smic16767 SmicGene16767
Smic16769 SmicGene16769
Smic1677 SmicGene1677
Smic16773 SmicGene16773
Smic16779 SmicGene16779
Smic16796 SmicGene16796
Smic16804 SmicGene16804
Smic16811 SmicGene16811
Smic16834 SmicGene16834
Smic16835 SmicGene16835
Smic16836 SmicGene16836
Smic16839 SmicGene16839
Smic1685 SmicGene1685
Smic16850 SmicGene16850
Smic16861 SmicGene16861
Smic16869 SmicGene16869
Smic1687 SmicGene1687
Smic1688 SmicGene1688
Smic1689 SmicGene1689
Smic16896 SmicGene16896
Smic16908 SmicGene16908
Smic16915 SmicGene16915
Smic1693 SmicGene1693
Smic16938 SmicGene16938
Smic1697 SmicGene1697
Smic16971 SmicGene16971
Smic1698 SmicGene1698
Smic1700 SmicGene1700
Smic17002 SmicGene17002
Smic17019 SmicGene17019
Smic17022 SmicGene17022
Smic17025 SmicGene17025
Smic17046 SmicGene17046
Smic17061 SmicGene17061
Smic17075 SmicGene17075
Smic17091 SmicGene17091
Smic17099 SmicGene17099
Smic171 SmicGene171
Smic17106 SmicGene17106
Smic17112 SmicGene17112
Smic17129 SmicGene17129
Smic1713 SmicGene1713
Smic17133 SmicGene17133
Smic17134 SmicGene17134
Smic17146 SmicGene17146
Smic17197 SmicGene17197
Smic172 SmicGene172
Smic1720 SmicGene1720
Smic17222 SmicGene17222
Smic17235 SmicGene17235
Smic17244 SmicGene17244
Smic1725 SmicGene1725
Smic1726 SmicGene1726
Smic17266 SmicGene17266
Smic17268 SmicGene17268
Smic1727 SmicGene1727
Smic17271 SmicGene17271
Smic17274 SmicGene17274
Smic17286 SmicGene17286
Smic17292 SmicGene17292
Smic17305 SmicGene17305
Smic17317 SmicGene17317
Smic17318 SmicGene17318
Smic17319 SmicGene17319
Smic17349 SmicGene17349
Smic17350 SmicGene17350
Smic1736 SmicGene1736
Smic17360 SmicGene17360
Smic17371 SmicGene17371
Smic1739 SmicGene1739
Smic17390 SmicGene17390
Smic1742 SmicGene1742
Smic17423 SmicGene17423
Smic17437 SmicGene17437
Smic17438 SmicGene17438
Smic17453 SmicGene17453
Smic17507 SmicGene17507
Smic17516 SmicGene17516
Smic17535 SmicGene17535
Smic17536 SmicGene17536
Smic17566 SmicGene17566
Smic17583 SmicGene17583
Smic17602 SmicGene17602
Smic17611 SmicGene17611
Smic1762 SmicGene1762
Smic17621 SmicGene17621
Smic17630 SmicGene17630
Smic17635 SmicGene17635
Smic17651 SmicGene17651
Smic17690 SmicGene17690
Smic17691 SmicGene17691
Smic17730 SmicGene17730
Smic17733 SmicGene17733
Smic17754 SmicGene17754
Smic17768 SmicGene17768
Smic17776 SmicGene17776
Smic17804 SmicGene17804
Smic17829 SmicGene17829
Smic17841 SmicGene17841
Smic17859 SmicGene17859
Smic17864 SmicGene17864
Smic17916 SmicGene17916
Smic17925 SmicGene17925
Smic17949 SmicGene17949
Smic17956 SmicGene17956
Smic17986 SmicGene17986
Smic17992 SmicGene17992
Smic1802 SmicGene1802
Smic18047 SmicGene18047
Smic18058 SmicGene18058
Smic18062 SmicGene18062
Smic18067 SmicGene18067
Smic18076 SmicGene18076
Smic18079 SmicGene18079
Smic18080 SmicGene18080
Smic18081 SmicGene18081
Smic18084 SmicGene18084
Smic18097 SmicGene18097
Smic18102 SmicGene18102
Smic18130 SmicGene18130
Smic18157 SmicGene18157
Smic18161 SmicGene18161
Smic18163 SmicGene18163
Smic18168 SmicGene18168
Smic18172 SmicGene18172
Smic18174 SmicGene18174
Smic18175 SmicGene18175
Smic18185 SmicGene18185
Smic18186 SmicGene18186
Smic18190 SmicGene18190
Smic18197 SmicGene18197
Smic1820 SmicGene1820
Smic18218 SmicGene18218
Smic18220 SmicGene18220
Smic18228 SmicGene18228
Smic18230 SmicGene18230
Smic18239 SmicGene18239
Smic18241 SmicGene18241
Smic18248 SmicGene18248
Smic18267 SmicGene18267
Smic18305 SmicGene18305
Smic1835 SmicGene1835
Smic18423 SmicGene18423
Smic18443 SmicGene18443
Smic18449 SmicGene18449
Smic18458 SmicGene18458
Smic18500 SmicGene18500
Smic18513 SmicGene18513
Smic18530 SmicGene18530
Smic18533 SmicGene18533
Smic18537 SmicGene18537
Smic1855 SmicGene1855
Smic18570 SmicGene18570
Smic18577 SmicGene18577
Smic18601 SmicGene18601
Smic18612 SmicGene18612
Smic18618 SmicGene18618
Smic18620 SmicGene18620
Smic18626 SmicGene18626
Smic1863 SmicGene1863
Smic18652 SmicGene18652
Smic18663 SmicGene18663
Smic18664 SmicGene18664
Smic18668 SmicGene18668
Smic18670 SmicGene18670
Smic18709 SmicGene18709
Smic18714 SmicGene18714
Smic18718 SmicGene18718
Smic18719 SmicGene18719
Smic18727 SmicGene18727
Smic18738 SmicGene18738
Smic18745 SmicGene18745
Smic18769 SmicGene18769
Smic18784 SmicGene18784
Smic18797 SmicGene18797
Smic18800 SmicGene18800
Smic18819 SmicGene18819
Smic18827 SmicGene18827
Smic18847 SmicGene18847
Smic18852 SmicGene18852
Smic18859 SmicGene18859
Smic18861 SmicGene18861
Smic18883 SmicGene18883
Smic18896 SmicGene18896
Smic18897 SmicGene18897
Smic18900 SmicGene18900
Smic18904 SmicGene18904
Smic18914 SmicGene18914
Smic1893 SmicGene1893
Smic1895 SmicGene1895
Smic18950 SmicGene18950
Smic18952 SmicGene18952
Smic18955 SmicGene18955
Smic18961 SmicGene18961
Smic18974 SmicGene18974
Smic1898 SmicGene1898
Smic18980 SmicGene18980
Smic18982 SmicGene18982
Smic19003 SmicGene19003
Smic19012 SmicGene19012
Smic19026 SmicGene19026
Smic19027 SmicGene19027
Smic19031 SmicGene19031
Smic19032 SmicGene19032
Smic19039 SmicGene19039
Smic19040 SmicGene19040
Smic19059 SmicGene19059
Smic19064 SmicGene19064
Smic19065 SmicGene19065
Smic19072 SmicGene19072
Smic19074 SmicGene19074
Smic19082 SmicGene19082
Smic191 SmicGene191
Smic19114 SmicGene19114
Smic1913 SmicGene1913
Smic19136 SmicGene19136
Smic19141 SmicGene19141
Smic19143 SmicGene19143
Smic19144 SmicGene19144
Smic19146 SmicGene19146
Smic19150 SmicGene19150
Smic19160 SmicGene19160
Smic19165 SmicGene19165
Smic19166 SmicGene19166
Smic19174 SmicGene19174
Smic19192 SmicGene19192
Smic19202 SmicGene19202
Smic19203 SmicGene19203
Smic1921 SmicGene1921
Smic19213 SmicGene19213
Smic19224 SmicGene19224
Smic19241 SmicGene19241
Smic19242 SmicGene19242
Smic19256 SmicGene19256
Smic1926 SmicGene1926
Smic19268 SmicGene19268
Smic1929 SmicGene1929
Smic193 SmicGene193
Smic19301 SmicGene19301
Smic1931 SmicGene1931
Smic19310 SmicGene19310
Smic19323 SmicGene19323
Smic1934 SmicGene1934
Smic19342 SmicGene19342
Smic1936 SmicGene1936
Smic19393 SmicGene19393
Smic1942 SmicGene1942
Smic19420 SmicGene19420
Smic19424 SmicGene19424
Smic19433 SmicGene19433
Smic19465 SmicGene19465
Smic1947 SmicGene1947
Smic19475 SmicGene19475
Smic19483 SmicGene19483
Smic19489 SmicGene19489
Smic19512 SmicGene19512
Smic1952 SmicGene1952
Smic19526 SmicGene19526
Smic1953 SmicGene1953
Smic19534 SmicGene19534
Smic19538 SmicGene19538
Smic19541 SmicGene19541
Smic19562 SmicGene19562
Smic19563 SmicGene19563
Smic19587 SmicGene19587
Smic19595 SmicGene19595
Smic19600 SmicGene19600
Smic19605 SmicGene19605
Smic19622 SmicGene19622
Smic19651 SmicGene19651
Smic19652 SmicGene19652
Smic19667 SmicGene19667
Smic1967 SmicGene1967
Smic19670 SmicGene19670
Smic1968 SmicGene1968
Smic19680 SmicGene19680
Smic19712 SmicGene19712
