Smic3 SmicGene3
Smic1407 SmicGene1407
Smic1416 SmicGene1416
Smic1419 SmicGene1419
Smic1420 SmicGene1420
Smic1423 SmicGene1423
Smic1424 SmicGene1424
Smic1427 SmicGene1427
Smic1431 SmicGene1431
Smic1432 SmicGene1432
Smic1433 SmicGene1433
Smic1434 SmicGene1434
Smic1437 SmicGene1437
Smic1439 SmicGene1439
Smic1440 SmicGene1440
Smic1441 SmicGene1441
Smic1448 SmicGene1448
Smic1449 SmicGene1449
Smic1450 SmicGene1450
Smic1452 SmicGene1452
Smic1458 SmicGene1458
Smic1459 SmicGene1459
Smic1460 SmicGene1460
Smic1465 SmicGene1465
Smic1470 SmicGene1470
Smic1473 SmicGene1473
Smic1478 SmicGene1478
Smic1482 SmicGene1482
Smic1487 SmicGene1487
Smic1488 SmicGene1488
Smic1499 SmicGene1499
Smic1504 SmicGene1504
Smic1506 SmicGene1506
Smic1508 SmicGene1508
Smic1510 SmicGene1510
Smic1514 SmicGene1514
Smic1517 SmicGene1517
Smic1521 SmicGene1521
Smic1526 SmicGene1526
Smic1532 SmicGene1532
Smic1533 SmicGene1533
Smic1534 SmicGene1534
Smic1544 SmicGene1544
Smic1546 SmicGene1546
Smic1553 SmicGene1553
Smic1561 SmicGene1561
Smic1562 SmicGene1562
Smic1569 SmicGene1569
Smic1570 SmicGene1570
Smic1571 SmicGene1571
Smic1572 SmicGene1572
Smic1577 SmicGene1577
Smic1578 SmicGene1578
Smic1579 SmicGene1579
Smic1582 SmicGene1582
Smic1589 SmicGene1589
Smic1590 SmicGene1590
Smic1597 SmicGene1597
Smic1603 SmicGene1603
Smic1608 SmicGene1608
Smic1609 SmicGene1609
Smic1611 SmicGene1611
Smic1622 SmicGene1622
Smic1623 SmicGene1623
Smic1624 SmicGene1624
Smic1625 SmicGene1625
Smic1628 SmicGene1628
Smic1630 SmicGene1630
Smic1631 SmicGene1631
Smic1632 SmicGene1632
Smic1633 SmicGene1633
Smic1650 SmicGene1650
Smic1655 SmicGene1655
Smic1659 SmicGene1659
Smic1660 SmicGene1660
Smic1661 SmicGene1661
Smic1663 SmicGene1663
Smic1670 SmicGene1670
Smic1672 SmicGene1672
Smic1673 SmicGene1673
Smic1676 SmicGene1676
Smic1680 SmicGene1680
Smic1681 SmicGene1681
Smic1696 SmicGene1696
Smic1703 SmicGene1703
Smic1704 SmicGene1704
Smic1705 SmicGene1705
Smic1709 SmicGene1709
Smic1710 SmicGene1710
Smic1711 SmicGene1711
Smic1712 SmicGene1712
Smic1721 SmicGene1721
Smic1723 SmicGene1723
Smic1728 SmicGene1728
Smic1733 SmicGene1733
Smic1734 SmicGene1734
Smic1735 SmicGene1735
Smic1737 SmicGene1737
Smic1748 SmicGene1748
Smic1753 SmicGene1753
Smic1759 SmicGene1759
Smic1763 SmicGene1763
Smic1765 SmicGene1765
Smic1766 SmicGene1766
Smic1771 SmicGene1771
Smic1772 SmicGene1772
Smic1781 SmicGene1781
Smic1788 SmicGene1788
Smic1791 SmicGene1791
Smic1792 SmicGene1792
Smic1793 SmicGene1793
Smic1794 SmicGene1794
Smic1795 SmicGene1795
Smic1798 SmicGene1798
Smic1804 SmicGene1804
Smic1805 SmicGene1805
Smic1809 SmicGene1809
Smic1812 SmicGene1812
Smic1818 SmicGene1818
Smic1822 SmicGene1822
Smic1825 SmicGene1825
Smic1834 SmicGene1834
Smic1840 SmicGene1840
Smic1843 SmicGene1843
Smic1850 SmicGene1850
Smic1854 SmicGene1854
Smic1856 SmicGene1856
Smic1857 SmicGene1857
Smic1860 SmicGene1860
Smic1861 SmicGene1861
Smic1862 SmicGene1862
Smic1867 SmicGene1867
Smic1871 SmicGene1871
Smic1873 SmicGene1873
Smic1877 SmicGene1877
Smic1878 SmicGene1878
Smic1879 SmicGene1879
Smic1880 SmicGene1880
Smic1881 SmicGene1881
Smic1882 SmicGene1882
Smic1897 SmicGene1897
Smic1900 SmicGene1900
Smic1906 SmicGene1906
Smic1908 SmicGene1908
Smic1909 SmicGene1909
Smic1922 SmicGene1922
Smic1928 SmicGene1928
Smic1961 SmicGene1961
Smic1970 SmicGene1970
Smic1974 SmicGene1974
Smic1978 SmicGene1978
Smic1983 SmicGene1983
Smic1992 SmicGene1992
Smic1999 SmicGene1999
Smic2000 SmicGene2000
Smic2001 SmicGene2001
Smic2004 SmicGene2004
Smic2006 SmicGene2006
Smic2007 SmicGene2007
Smic2011 SmicGene2011
Smic2019 SmicGene2019
Smic2023 SmicGene2023
Smic2028 SmicGene2028
Smic2032 SmicGene2032
Smic2040 SmicGene2040
Smic2042 SmicGene2042
Smic2049 SmicGene2049
Smic2052 SmicGene2052
Smic2056 SmicGene2056
Smic2072 SmicGene2072
Smic2080 SmicGene2080
Smic2088 SmicGene2088
Smic2089 SmicGene2089
Smic2090 SmicGene2090
Smic2092 SmicGene2092
Smic2093 SmicGene2093
Smic2095 SmicGene2095
Smic2096 SmicGene2096
Smic2099 SmicGene2099
Smic2100 SmicGene2100
Smic2103 SmicGene2103
Smic2107 SmicGene2107
Smic2108 SmicGene2108
Smic2114 SmicGene2114
Smic2116 SmicGene2116
Smic2118 SmicGene2118
Smic2121 SmicGene2121
Smic2124 SmicGene2124
Smic2125 SmicGene2125
Smic2127 SmicGene2127
Smic2131 SmicGene2131
Smic2133 SmicGene2133
Smic2144 SmicGene2144
Smic2145 SmicGene2145
Smic2146 SmicGene2146
Smic2151 SmicGene2151
Smic2153 SmicGene2153
Smic2155 SmicGene2155
Smic2157 SmicGene2157
Smic2158 SmicGene2158
Smic2163 SmicGene2163
Smic2172 SmicGene2172
Smic2173 SmicGene2173
Smic2174 SmicGene2174
Smic2184 SmicGene2184
Smic2190 SmicGene2190
Smic2192 SmicGene2192
Smic2199 SmicGene2199
Smic2201 SmicGene2201
Smic2207 SmicGene2207
Smic2219 SmicGene2219
Smic2231 SmicGene2231
Smic2233 SmicGene2233
Smic2234 SmicGene2234
Smic2238 SmicGene2238
Smic2243 SmicGene2243
Smic2244 SmicGene2244
Smic2247 SmicGene2247
Smic2257 SmicGene2257
Smic2258 SmicGene2258
Smic2259 SmicGene2259
Smic2266 SmicGene2266
Smic2269 SmicGene2269
Smic2270 SmicGene2270
Smic2271 SmicGene2271
Smic2274 SmicGene2274
Smic2275 SmicGene2275
Smic2283 SmicGene2283
Smic2288 SmicGene2288
Smic2289 SmicGene2289
Smic2293 SmicGene2293
Smic2299 SmicGene2299
Smic2300 SmicGene2300
Smic2303 SmicGene2303
Smic2308 SmicGene2308
Smic2309 SmicGene2309
Smic2312 SmicGene2312
Smic2320 SmicGene2320
Smic2322 SmicGene2322
Smic2323 SmicGene2323
Smic2324 SmicGene2324
Smic2329 SmicGene2329
Smic2330 SmicGene2330
Smic2333 SmicGene2333
Smic2335 SmicGene2335
Smic2337 SmicGene2337
Smic2345 SmicGene2345
Smic2348 SmicGene2348
Smic2349 SmicGene2349
Smic2351 SmicGene2351
Smic2365 SmicGene2365
Smic2366 SmicGene2366
Smic2371 SmicGene2371
Smic2372 SmicGene2372
Smic2374 SmicGene2374
Smic2378 SmicGene2378
Smic2396 SmicGene2396
Smic2405 SmicGene2405
Smic2410 SmicGene2410
Smic2417 SmicGene2417
Smic2426 SmicGene2426
Smic2430 SmicGene2430
Smic2432 SmicGene2432
Smic2433 SmicGene2433
Smic2434 SmicGene2434
Smic2435 SmicGene2435
Smic2436 SmicGene2436
Smic2440 SmicGene2440
Smic2445 SmicGene2445
Smic2447 SmicGene2447
Smic2449 SmicGene2449
Smic2453 SmicGene2453
Smic2454 SmicGene2454
Smic2455 SmicGene2455
Smic2457 SmicGene2457
Smic2460 SmicGene2460
Smic2461 SmicGene2461
Smic2463 SmicGene2463
Smic2466 SmicGene2466
Smic2468 SmicGene2468
Smic2469 SmicGene2469
Smic2471 SmicGene2471
Smic2472 SmicGene2472
Smic2473 SmicGene2473
Smic2478 SmicGene2478
Smic2480 SmicGene2480
Smic2484 SmicGene2484
Smic2486 SmicGene2486
Smic2493 SmicGene2493
Smic2506 SmicGene2506
Smic2516 SmicGene2516
Smic2519 SmicGene2519
Smic2522 SmicGene2522
Smic2524 SmicGene2524
Smic2529 SmicGene2529
Smic2530 SmicGene2530
Smic2533 SmicGene2533
Smic2537 SmicGene2537
Smic2549 SmicGene2549
Smic2550 SmicGene2550
Smic2551 SmicGene2551
Smic2555 SmicGene2555
Smic2562 SmicGene2562
Smic2565 SmicGene2565
Smic2571 SmicGene2571
Smic2572 SmicGene2572
Smic2574 SmicGene2574
Smic2579 SmicGene2579
Smic2582 SmicGene2582
Smic2590 SmicGene2590
Smic2591 SmicGene2591
Smic2592 SmicGene2592
Smic2597 SmicGene2597
Smic2603 SmicGene2603
Smic2620 SmicGene2620
Smic2624 SmicGene2624
Smic2626 SmicGene2626
Smic2646 SmicGene2646
Smic2660 SmicGene2660
Smic2664 SmicGene2664
Smic2666 SmicGene2666
Smic2667 SmicGene2667
Smic2669 SmicGene2669
Smic2673 SmicGene2673
Smic2679 SmicGene2679
Smic2681 SmicGene2681
Smic2682 SmicGene2682
Smic2683 SmicGene2683
Smic2686 SmicGene2686
Smic2688 SmicGene2688
Smic2694 SmicGene2694
Smic2695 SmicGene2695
Smic2696 SmicGene2696
Smic2697 SmicGene2697
Smic2701 SmicGene2701
Smic2706 SmicGene2706
Smic2708 SmicGene2708
Smic2711 SmicGene2711
Smic2714 SmicGene2714
Smic2716 SmicGene2716
Smic2718 SmicGene2718
Smic2720 SmicGene2720
Smic2723 SmicGene2723
Smic2727 SmicGene2727
Smic2732 SmicGene2732
Smic2733 SmicGene2733
Smic2742 SmicGene2742
Smic2743 SmicGene2743
Smic2744 SmicGene2744
Smic2748 SmicGene2748
Smic2753 SmicGene2753
Smic2755 SmicGene2755
Smic2766 SmicGene2766
Smic2770 SmicGene2770
Smic2780 SmicGene2780
Smic2783 SmicGene2783
Smic2789 SmicGene2789
Smic2791 SmicGene2791
Smic2795 SmicGene2795
Smic2815 SmicGene2815
Smic2821 SmicGene2821
Smic2826 SmicGene2826
Smic2827 SmicGene2827
Smic2847 SmicGene2847
Smic2851 SmicGene2851
Smic2855 SmicGene2855
Smic2868 SmicGene2868
Smic2879 SmicGene2879
Smic2881 SmicGene2881
Smic2883 SmicGene2883
Smic2890 SmicGene2890
Smic2891 SmicGene2891
Smic2894 SmicGene2894
Smic2895 SmicGene2895
Smic2898 SmicGene2898
Smic2899 SmicGene2899
Smic2903 SmicGene2903
Smic2904 SmicGene2904
Smic2907 SmicGene2907
Smic2910 SmicGene2910
Smic2914 SmicGene2914
Smic2916 SmicGene2916
Smic2918 SmicGene2918
Smic2919 SmicGene2919
Smic2928 SmicGene2928
Smic2929 SmicGene2929
Smic2930 SmicGene2930
Smic2936 SmicGene2936
Smic2938 SmicGene2938
Smic2939 SmicGene2939
Smic2947 SmicGene2947
Smic2951 SmicGene2951
Smic2952 SmicGene2952
Smic2957 SmicGene2957
Smic2959 SmicGene2959
Smic2963 SmicGene2963
Smic2967 SmicGene2967
Smic2978 SmicGene2978
Smic2979 SmicGene2979
Smic2986 SmicGene2986
Smic2987 SmicGene2987
Smic3003 SmicGene3003
Smic3005 SmicGene3005
Smic3008 SmicGene3008
Smic3014 SmicGene3014
Smic3016 SmicGene3016
Smic3018 SmicGene3018
Smic3019 SmicGene3019
Smic3021 SmicGene3021
Smic3034 SmicGene3034
Smic3036 SmicGene3036
Smic3037 SmicGene3037
Smic3039 SmicGene3039
Smic3043 SmicGene3043
Smic3044 SmicGene3044
Smic3047 SmicGene3047
Smic3067 SmicGene3067
Smic3068 SmicGene3068
Smic3070 SmicGene3070
Smic3073 SmicGene3073
Smic3074 SmicGene3074
Smic3076 SmicGene3076
Smic3084 SmicGene3084
Smic3085 SmicGene3085
Smic3088 SmicGene3088
Smic3091 SmicGene3091
Smic3094 SmicGene3094
Smic3095 SmicGene3095
Smic3096 SmicGene3096
Smic3102 SmicGene3102
Smic3110 SmicGene3110
Smic3113 SmicGene3113
Smic3114 SmicGene3114
Smic3122 SmicGene3122
Smic3125 SmicGene3125
Smic3126 SmicGene3126
Smic3133 SmicGene3133
Smic3135 SmicGene3135
Smic3137 SmicGene3137
Smic3143 SmicGene3143
Smic3157 SmicGene3157
Smic3160 SmicGene3160
Smic3162 SmicGene3162
Smic3168 SmicGene3168
Smic3189 SmicGene3189
Smic3193 SmicGene3193
Smic3196 SmicGene3196
Smic3201 SmicGene3201
Smic3205 SmicGene3205
Smic3206 SmicGene3206
Smic3209 SmicGene3209
Smic3210 SmicGene3210
Smic3213 SmicGene3213
Smic3224 SmicGene3224
Smic3229 SmicGene3229
Smic3230 SmicGene3230
Smic3232 SmicGene3232
Smic3237 SmicGene3237
Smic3240 SmicGene3240
Smic3244 SmicGene3244
Smic3245 SmicGene3245
Smic3247 SmicGene3247
Smic3250 SmicGene3250
Smic3253 SmicGene3253
Smic3257 SmicGene3257
Smic3258 SmicGene3258
Smic3261 SmicGene3261
Smic3262 SmicGene3262
Smic3264 SmicGene3264
Smic3266 SmicGene3266
Smic3277 SmicGene3277
Smic3278 SmicGene3278
Smic3281 SmicGene3281
Smic3283 SmicGene3283
Smic3286 SmicGene3286
Smic3288 SmicGene3288
Smic3290 SmicGene3290
Smic3301 SmicGene3301
Smic3302 SmicGene3302
Smic3329 SmicGene3329
Smic3335 SmicGene3335
Smic3336 SmicGene3336
Smic3342 SmicGene3342
Smic3351 SmicGene3351
Smic3357 SmicGene3357
Smic3360 SmicGene3360
Smic3363 SmicGene3363
Smic3366 SmicGene3366
Smic3367 SmicGene3367
Smic3373 SmicGene3373
Smic3376 SmicGene3376
Smic3377 SmicGene3377
Smic3379 SmicGene3379
Smic3382 SmicGene3382
Smic3384 SmicGene3384
Smic3387 SmicGene3387
Smic3388 SmicGene3388
Smic3390 SmicGene3390
Smic3392 SmicGene3392
Smic3393 SmicGene3393
Smic3401 SmicGene3401
Smic3406 SmicGene3406
Smic3408 SmicGene3408
Smic3410 SmicGene3410
Smic3413 SmicGene3413
Smic3415 SmicGene3415
Smic3419 SmicGene3419
Smic3420 SmicGene3420
Smic3428 SmicGene3428
Smic3432 SmicGene3432
Smic3435 SmicGene3435
Smic3436 SmicGene3436
Smic3447 SmicGene3447
Smic3448 SmicGene3448
Smic3450 SmicGene3450
Smic3456 SmicGene3456
Smic3458 SmicGene3458
Smic3460 SmicGene3460
Smic3468 SmicGene3468
Smic3470 SmicGene3470
Smic3471 SmicGene3471
Smic3474 SmicGene3474
Smic3475 SmicGene3475
Smic3478 SmicGene3478
Smic3483 SmicGene3483
Smic3484 SmicGene3484
Smic3488 SmicGene3488
Smic3489 SmicGene3489
Smic3491 SmicGene3491
Smic3492 SmicGene3492
Smic3493 SmicGene3493
Smic3495 SmicGene3495
Smic3497 SmicGene3497
Smic3499 SmicGene3499
Smic3502 SmicGene3502
Smic3504 SmicGene3504
Smic3505 SmicGene3505
Smic3509 SmicGene3509
Smic3510 SmicGene3510
Smic3514 SmicGene3514
Smic3517 SmicGene3517
Smic3519 SmicGene3519
Smic3527 SmicGene3527
Smic3528 SmicGene3528
Smic3537 SmicGene3537
Smic3539 SmicGene3539
Smic3540 SmicGene3540
Smic3547 SmicGene3547
Smic3552 SmicGene3552
Smic3554 SmicGene3554
Smic3559 SmicGene3559
Smic3563 SmicGene3563
Smic3567 SmicGene3567
Smic3570 SmicGene3570
Smic3575 SmicGene3575
Smic3576 SmicGene3576
Smic3579 SmicGene3579
Smic3580 SmicGene3580
Smic3582 SmicGene3582
Smic3584 SmicGene3584
Smic3587 SmicGene3587
Smic3591 SmicGene3591
Smic3599 SmicGene3599
Smic3616 SmicGene3616
Smic3618 SmicGene3618
Smic3632 SmicGene3632
Smic3633 SmicGene3633
Smic3662 SmicGene3662
Smic3665 SmicGene3665
Smic3667 SmicGene3667
Smic3679 SmicGene3679
Smic3683 SmicGene3683
Smic3686 SmicGene3686
Smic3687 SmicGene3687
Smic3690 SmicGene3690
Smic3694 SmicGene3694
Smic3701 SmicGene3701
Smic3704 SmicGene3704
Smic3705 SmicGene3705
Smic3706 SmicGene3706
Smic3715 SmicGene3715
Smic3721 SmicGene3721
Smic3725 SmicGene3725
Smic3726 SmicGene3726
Smic3728 SmicGene3728
Smic3733 SmicGene3733
Smic3734 SmicGene3734
Smic3737 SmicGene3737
Smic3742 SmicGene3742
Smic3749 SmicGene3749
Smic3756 SmicGene3756
Smic3768 SmicGene3768
Smic3773 SmicGene3773
Smic3778 SmicGene3778
Smic3782 SmicGene3782
Smic3819 SmicGene3819
Smic3820 SmicGene3820
Smic3823 SmicGene3823
Smic3825 SmicGene3825
Smic3827 SmicGene3827
Smic3835 SmicGene3835
Smic3836 SmicGene3836
Smic3838 SmicGene3838
Smic3848 SmicGene3848
Smic3853 SmicGene3853
Smic3861 SmicGene3861
Smic3863 SmicGene3863
Smic3865 SmicGene3865
Smic3866 SmicGene3866
Smic3870 SmicGene3870
Smic3873 SmicGene3873
Smic3879 SmicGene3879
Smic3882 SmicGene3882
Smic3886 SmicGene3886
Smic3887 SmicGene3887
Smic3893 SmicGene3893
Smic3899 SmicGene3899
Smic3902 SmicGene3902
Smic3904 SmicGene3904
Smic3905 SmicGene3905
Smic3906 SmicGene3906
Smic3909 SmicGene3909
Smic3912 SmicGene3912
Smic3921 SmicGene3921
Smic3922 SmicGene3922
Smic3929 SmicGene3929
Smic3930 SmicGene3930
Smic3931 SmicGene3931
Smic3934 SmicGene3934
Smic3938 SmicGene3938
Smic3941 SmicGene3941
Smic3953 SmicGene3953
Smic3955 SmicGene3955
Smic3956 SmicGene3956
Smic3957 SmicGene3957
Smic3960 SmicGene3960
Smic3962 SmicGene3962
Smic3970 SmicGene3970
Smic3976 SmicGene3976
Smic3978 SmicGene3978
Smic3979 SmicGene3979
Smic3984 SmicGene3984
Smic3986 SmicGene3986
Smic3989 SmicGene3989
Smic4001 SmicGene4001
Smic4002 SmicGene4002
Smic4003 SmicGene4003
Smic4007 SmicGene4007
Smic4008 SmicGene4008
Smic4014 SmicGene4014
Smic4029 SmicGene4029
Smic4043 SmicGene4043
Smic4046 SmicGene4046
Smic4056 SmicGene4056
Smic4060 SmicGene4060
Smic4065 SmicGene4065
Smic4072 SmicGene4072
Smic4076 SmicGene4076
Smic4078 SmicGene4078
Smic4084 SmicGene4084
Smic4088 SmicGene4088
Smic4102 SmicGene4102
Smic4107 SmicGene4107
Smic4118 SmicGene4118
Smic4121 SmicGene4121
Smic4125 SmicGene4125
Smic4132 SmicGene4132
Smic4133 SmicGene4133
Smic4144 SmicGene4144
Smic4149 SmicGene4149
Smic4160 SmicGene4160
Smic4167 SmicGene4167
Smic4171 SmicGene4171
Smic4174 SmicGene4174
Smic4175 SmicGene4175
Smic4178 SmicGene4178
Smic4180 SmicGene4180
Smic4186 SmicGene4186
Smic4193 SmicGene4193
Smic4195 SmicGene4195
Smic4196 SmicGene4196
Smic4199 SmicGene4199
Smic4204 SmicGene4204
Smic4211 SmicGene4211
Smic4215 SmicGene4215
Smic4220 SmicGene4220
Smic4225 SmicGene4225
Smic4233 SmicGene4233
Smic4242 SmicGene4242
Smic4243 SmicGene4243
Smic4249 SmicGene4249
Smic4261 SmicGene4261
Smic4276 SmicGene4276
Smic4288 SmicGene4288
Smic4307 SmicGene4307
Smic4312 SmicGene4312
Smic4313 SmicGene4313
Smic4314 SmicGene4314
Smic4325 SmicGene4325
Smic4330 SmicGene4330
Smic4337 SmicGene4337
Smic4349 SmicGene4349
Smic4352 SmicGene4352
Smic4353 SmicGene4353
Smic4357 SmicGene4357
Smic4361 SmicGene4361
Smic4362 SmicGene4362
Smic4367 SmicGene4367
Smic4373 SmicGene4373
Smic4374 SmicGene4374
Smic4377 SmicGene4377
Smic4378 SmicGene4378
